title,author,date_altered,content
"
                        Covid-19: mais 18 mortes e 1094 casos. R(t) a subir
                    ","<span class=""byline__name"">Daniela Carmo</span>","Mon, 09 Aug 2021 13:18:43 GMT","<p>Portugal registou no domingo 18 mortes e 1094 infecções pelo novo coronavírus, de acordo com o boletim da Direcção-Geral da Saúde (DGS) divulgado esta segunda-feira. No total, desde o início da pandemia já foram reportados 988.061 casos de covid-19 e 17.485 óbitos associados à doença.</p>"
